INSERT ALL 
 INTO PSE1.Kunde VALUES ('0' , 'Samuel', 'Moore', 'Sixth Street', '83', '20472', 'Aachen', '02-07-2019', 'm', '6', '16-11-1956') 
 INTO PSE1.Kunde VALUES ('1119' , 'Daniel', 'Brown', 'First Street', '8', '95395', 'Oberhausen', '15-03-2019', 'f', '13', '04-09-1993') 
 INTO PSE1.Kunde VALUES ('1120' , 'Muhammad', 'Wilson', 'Ninth Street', '28', '77989', 'Lübeck', '02-06-2019', 'm', '13', '13-06-1986') 
 INTO PSE1.Kunde VALUES ('1121' , 'Emma', 'Lewis', 'Seventh Street', '6', '21126', 'Nuremberg', '10-11-2019', 'm', '6', '30-09-1999') 
 INTO PSE1.Kunde VALUES ('1122' , 'Emilia', 'Anderson', 'Maple Street', '44', '53236', 'Mülheim an der Ruhr', '30-08-2019', 'f', '11', '01-06-1994') 
 INTO PSE1.Kunde VALUES ('1123' , 'Hannah', 'Jones', 'Oak Street', '50', '60717', 'Düsseldorf', '19-06-2019', 'm', '2', '28-02-1966') 
 INTO PSE1.Kunde VALUES ('1124' , 'Lila', 'Perez', 'Fourth Street', '5', '76673', 'Mönchengladbach', '19-03-2019', 'm', '7', '22-06-1998') 
 INTO PSE1.Kunde VALUES ('1125' , 'Adalyn', 'Hall', 'Oak Street', '26', '38265', 'Aachen', '13-08-2019', 'm', '9', '21-10-1970') 
 INTO PSE1.Kunde VALUES ('1126' , 'Levi', 'Johnson', 'Fifth Street', '72', '55361', 'Stuttgart', '14-04-2019', 'm', '8', '26-07-1961') 
 INTO PSE1.Kunde VALUES ('1127' , 'Caden', 'Hall', 'Lake Street', '52', '49166', 'Krefeld', '11-05-2019', 'm', '1', '22-04-1987') 
 INTO PSE1.Kunde VALUES ('1128' , 'Aaliyah', 'Wilson', 'First Street', '62', '99532', 'Bremen', '11-03-2019', 'f', '6', '17-05-2001') 
 INTO PSE1.Kunde VALUES ('1129' , 'Maverick', 'Hall', 'Third Street', '40', '87186', 'Freiburg im Breisgau', '10-03-2019', 'm', '7', '28-12-2000') 
 INTO PSE1.Kunde VALUES ('1130' , 'Avery', 'Hall', 'Main Street', '81', '89103', 'Wuppertal', '18-04-2019', 'm', '4', '10-10-1952') 
 INTO PSE1.Kunde VALUES ('1131' , 'Henry', 'Johnson', 'Sixth Street', '49', '26385', 'Potsdam', '12-09-2019', 'm', '6', '20-11-1973') 
 INTO PSE1.Kunde VALUES ('1132' , 'Paisley', 'Lewis', 'Lake Street', '84', '48504', 'Solingen', '28-02-2019', 'm', '6', '18-06-1998') 
 INTO PSE1.Kunde VALUES ('1133' , 'Ethan', 'Clark', 'Ninth Street', '33', '62259', 'Düsseldorf', '13-07-2019', 'f', '4', '05-04-1990') 
 INTO PSE1.Kunde VALUES ('1134' , 'Owen', 'Taylor', 'Park Street', '82', '83888', 'Bochum', '31-03-2019', 'f', '10', '04-03-1953') 
 INTO PSE1.Kunde VALUES ('1135' , 'Madison', 'Williams', 'Main Street', '18', '75780', 'Hamburg', '21-01-2019', 'm', '8', '07-01-2005') 
 INTO PSE1.Kunde VALUES ('1136' , 'Harper', 'Lewis', 'Oak Street', '71', '57398', 'Münster', '07-04-2019', 'f', '8', '25-04-1994') 
 INTO PSE1.Kunde VALUES ('1137' , 'Logan', 'Moore', 'Maple Street', '81', '68437', 'Berlin', '25-12-2019', 'm', '1', '26-01-1979') 
 INTO PSE1.Kunde VALUES ('1138' , 'Chloe', 'Thompson', 'Third Street', '18', '82677', 'Erfurt', '29-01-2019', 'm', '13', '23-06-2001') 
 INTO PSE1.Kunde VALUES ('1139' , 'Chloe', 'Williams', 'Eighth Street', '37', '22963', 'Chemnitz', '07-04-2019', 'f', '3', '27-11-1997') 
 INTO PSE1.Kunde VALUES ('1140' , 'Mila', 'Rodriguez', 'Park Street', '61', '46442', 'Bochum', '16-06-2019', 'f', '5', '31-08-1980') 
 INTO PSE1.Kunde VALUES ('1141' , 'Jackson', 'Lewis', 'Second Street', '63', '33709', 'Braunschweig', '21-05-2019', 'f', '7', '16-12-1997') 
 INTO PSE1.Kunde VALUES ('1142' , 'Matthew', 'Perez', 'Maple Street', '63', '77843', 'Halle', '06-07-2019', 'm', '11', '15-06-1993') 
 INTO PSE1.Kunde VALUES ('1143' , 'Isabella', 'Jones', 'Pine Street', '34', '76196', 'Magdeburg', '26-05-2019', 'f', '11', '06-10-1978') 
 INTO PSE1.Kunde VALUES ('1144' , 'Luna', 'Lee', 'Cedar Street', '35', '23802', 'Oldenburg', '29-05-2019', 'f', '6', '29-04-1972') 
 INTO PSE1.Kunde VALUES ('1145' , 'Alexander', 'Gonzalez', 'Washington Street', '92', '21503', 'Essen', '30-05-2019', 'm', '5', '07-11-1970') 
 INTO PSE1.Kunde VALUES ('1146' , 'Riley', 'Martin', 'Eighth Street', '83', '75878', 'Erfurt', '10-12-2019', 'f', '2', '07-12-2002') 
 INTO PSE1.Kunde VALUES ('1147' , 'William', 'Miller', 'Third Street', '88', '17037', 'Mülheim an der Ruhr', '22-04-2019', 'm', '5', '03-04-1956') 
 INTO PSE1.Kunde VALUES ('1148' , 'Madelyn', 'Wilson', 'View Street', '1', '32986', 'Kiel', '04-01-2019', 'm', '5', '09-03-1951') 
 INTO PSE1.Kunde VALUES ('1149' , 'Miles', 'Williams', 'View Street', '25', '67796', 'Magdeburg', '17-02-2019', 'm', '3', '14-07-2004') 
 INTO PSE1.Kunde VALUES ('1150' , 'Benjamin', 'Garcia', 'Eighth Street', '91', '38943', 'Kiel', '12-11-2019', 'm', '10', '03-10-2002') 
 INTO PSE1.Kunde VALUES ('1151' , 'Luna', 'Brown', 'View Street', '43', '10935', 'Ludwigshafen am Rhein', '27-08-2019', 'f', '11', '05-02-2002') 
 INTO PSE1.Kunde VALUES ('1152' , 'Madelyn', 'Miller', 'Fourth Street', '6', '35372', 'Bochum', '25-06-2019', 'f', '1', '19-03-1987') 
 INTO PSE1.Kunde VALUES ('1153' , 'Daniel', 'Walker', 'Sixth Street', '91', '50762', 'Potsdam', '13-05-2019', 'f', '5', '21-06-1977') 
 INTO PSE1.Kunde VALUES ('1154' , 'Adalyn', 'Taylor', 'Main Street', '42', '82907', 'Bonn', '01-01-2019', 'f', '10', '20-11-1959') 
 INTO PSE1.Kunde VALUES ('1155' , 'Avery', 'Lopez', 'Park Street', '83', '36818', 'Solingen', '02-10-2019', 'f', '7', '24-12-1957') 
 INTO PSE1.Kunde VALUES ('1156' , 'Scarlett', 'Williams', 'Lake Street', '18', '51953', 'Halle', '10-04-2019', 'f', '7', '21-04-1999') 
 INTO PSE1.Kunde VALUES ('1157' , 'Carter', 'Taylor', 'First Street', '77', '87823', 'Mainz', '10-04-2019', 'f', '8', '11-05-1954') 
 INTO PSE1.Kunde VALUES ('1158' , 'Lincoln', 'Martin', 'Washington Street', '38', '50263', 'Bochum', '02-02-2019', 'f', '12', '24-10-1986') 
 INTO PSE1.Kunde VALUES ('1159' , 'Zoe', 'Anderson', 'Oak Street', '5', '26286', 'Aachen', '27-12-2019', 'f', '10', '01-08-1986') 
 INTO PSE1.Kunde VALUES ('1160' , 'Lily', 'Martinez', 'Third Street', '72', '62472', 'Hamburg', '24-07-2019', 'f', '9', '04-12-1952') 
 INTO PSE1.Kunde VALUES ('1161' , 'Aurora', 'Jones', 'First Street', '59', '18991', 'Aachen', '11-05-2019', 'f', '11', '25-06-1993') 
 INTO PSE1.Kunde VALUES ('1162' , 'Gianna', 'Rodriguez', 'View Street', '48', '49331', 'Nuremberg', '08-09-2019', 'f', '11', '03-07-1963') 
 INTO PSE1.Kunde VALUES ('1163' , 'Ryan', 'Miller', 'Maple Street', '82', '93953', 'Oberhausen', '25-08-2019', 'm', '11', '10-12-2002') 
 INTO PSE1.Kunde VALUES ('1164' , 'Jayden', 'Williams', 'Washington Street', '90', '48242', 'Dresden', '09-02-2019', 'm', '8', '25-11-1988') 
 INTO PSE1.Kunde VALUES ('1165' , 'Lily', 'Thompson', 'View Street', '16', '74925', 'Frankfurt am Main', '26-03-2019', 'f', '1', '10-03-1996') 
 INTO PSE1.Kunde VALUES ('1166' , 'Luke', 'Lewis', 'Second Street', '71', '77400', 'Gelsenkirchen', '31-12-2020', 'm', '12', '19-10-1980') 
 INTO PSE1.Kunde VALUES ('1167' , 'Cameron', 'Lopez', 'Pine Street', '32', '48876', 'Augsburg', '12-01-2019', 'f', '4', '09-02-1955') 
 INTO PSE1.Kunde VALUES ('1168' , 'Hannah', 'Thomas', 'Third Street', '66', '77566', 'Hamburg', '04-06-2019', 'm', '4', '02-01-1992') 
 INTO PSE1.Kunde VALUES ('1169' , 'Carson', 'Williams', 'Ninth Street', '52', '81105', 'Mülheim an der Ruhr', '15-04-2019', 'm', '10', '26-05-2001') 
 INTO PSE1.Kunde VALUES ('1170' , 'Jack', 'Martin', 'Third Street', '5', '75007', 'Dortmund', '29-08-2019', 'f', '3', '12-03-2002') 
 INTO PSE1.Kunde VALUES ('1171' , 'Samuel', 'Rodriguez', 'Second Street', '28', '35362', 'Ludwigshafen am Rhein', '13-09-2019', 'm', '4', '10-12-1964') 
 INTO PSE1.Kunde VALUES ('1172' , 'Cameron', 'Garcia', 'Sixth Street', '32', '75130', 'Essen', '18-04-2019', 'f', '11', '13-11-1969') 
 INTO PSE1.Kunde VALUES ('1173' , 'Zoe', 'Walker', 'Fifth Street', '98', '70048', 'Saarbrücken', '25-01-2019', 'f', '13', '09-06-1989') 
 INTO PSE1.Kunde VALUES ('1174' , 'Leah', 'Williams', 'Cedar Street', '46', '42149', 'Hamm', '01-07-2019', 'm', '12', '18-07-1950') 
 INTO PSE1.Kunde VALUES ('1175' , 'Leah', 'Robinson', 'View Street', '29', '71763', 'Chemnitz', '11-03-2019', 'f', '1', '19-04-1984') 
 INTO PSE1.Kunde VALUES ('1176' , 'Emily', 'Moore', 'Park Street', '43', '55671', 'Potsdam', '10-12-2019', 'f', '5', '08-05-1988') 
 INTO PSE1.Kunde VALUES ('1177' , 'Abigail', 'Harris', 'Washington Street', '31', '86683', 'Mülheim an der Ruhr', '05-04-2019', 'f', '13', '04-05-1956') 
 INTO PSE1.Kunde VALUES ('1178' , 'Madelyn', 'Wilson', 'First Street', '88', '15001', 'Nuremberg', '21-06-2019', 'f', '4', '20-07-1993') 
 INTO PSE1.Kunde VALUES ('1179' , 'Logan', 'Martinez', 'Cedar Street', '21', '70425', 'Mannheim', '10-10-2019', 'm', '7', '06-11-1961') 
 INTO PSE1.Kunde VALUES ('1180' , 'Camilla', 'Thomas', 'Elm Street', '10', '86976', 'Düsseldorf', '09-10-2019', 'f', '11', '09-08-1968') 
 INTO PSE1.Kunde VALUES ('1181' , 'Aiden', 'Jackson', 'Oak Street', '26', '46908', 'Gelsenkirchen', '19-09-2019', 'f', '7', '06-02-2004') 
 INTO PSE1.Kunde VALUES ('1182' , 'Asher', 'Martinez', 'Sixth Street', '96', '67514', 'Kassel', '03-11-2019', 'm', '12', '14-09-2003') 
 INTO PSE1.Kunde VALUES ('1183' , 'Owen', 'Brown', 'Maple Street', '9', '11336', 'Dresden', '26-03-2019', 'f', '12', '03-01-1992') 
 INTO PSE1.Kunde VALUES ('1184' , 'Matthew', 'Williams', 'Fourth Street', '91', '93277', 'Ludwigshafen am Rhein', '11-09-2019', 'f', '8', '26-09-1992') 
 INTO PSE1.Kunde VALUES ('1185' , 'Layla', 'Martinez', 'Main Street', '78', '62634', 'Munich', '25-12-2019', 'm', '6', '24-07-1952') 
 INTO PSE1.Kunde VALUES ('1186' , 'Daniel', 'White', 'Pine Street', '60', '82659', 'Solingen', '28-10-2019', 'f', '8', '01-06-1951') 
 INTO PSE1.Kunde VALUES ('1187' , 'Mia', 'Thomas', 'Washington Street', '86', '60196', 'Münster', '01-01-2019', 'm', '12', '28-11-1954') 
 INTO PSE1.Kunde VALUES ('1188' , 'Daniel', 'Thomas', 'Lake Street', '39', '53271', 'Dortmund', '08-12-2019', 'm', '3', '21-02-1987') 
 INTO PSE1.Kunde VALUES ('1189' , 'Aria', 'Miller', 'Main Street', '88', '82608', 'Bremen', '14-05-2019', 'm', '2', '18-07-1992') 
 INTO PSE1.Kunde VALUES ('1190' , 'Jack', 'Gonzalez', 'Seventh Street', '14', '51359', 'Essen', '07-11-2019', 'f', '5', '24-09-1966') 
 INTO PSE1.Kunde VALUES ('1191' , 'Caden', 'Davis', 'Fourth Street', '83', '83119', 'Mainz', '11-06-2019', 'm', '9', '08-03-1964') 
 INTO PSE1.Kunde VALUES ('1192' , 'Josiah', 'Walker', 'Maple Street', '7', '18993', 'Dortmund', '17-07-2019', 'f', '7', '04-05-1996') 
 INTO PSE1.Kunde VALUES ('1193' , 'Julian', 'Lopez', 'Second Street', '71', '23351', 'Hagen', '24-05-2019', 'f', '12', '14-08-1999') 
 INTO PSE1.Kunde VALUES ('1194' , 'Ella', 'Taylor', 'Lake Street', '10', '76086', 'Leverkusen', '25-12-2019', 'm', '2', '30-11-1980') 
 INTO PSE1.Kunde VALUES ('1195' , 'Aurora', 'Thomas', 'Ninth Street', '64', '10867', 'Hanover', '23-09-2019', 'm', '11', '13-02-1962') 
 INTO PSE1.Kunde VALUES ('1196' , 'Isabella', 'Johnson', 'Sixth Street', '87', '41641', 'Oldenburg', '13-02-2019', 'm', '3', '02-05-2004') 
 INTO PSE1.Kunde VALUES ('1197' , 'Julian', 'Taylor', 'Lake Street', '76', '31436', 'Mönchengladbach', '13-11-2019', 'm', '6', '22-02-1951') 
 INTO PSE1.Kunde VALUES ('1198' , 'Levi', 'Lewis', 'Oak Street', '14', '42348', 'Solingen', '17-06-2019', 'm', '1', '19-11-1970') 
 INTO PSE1.Kunde VALUES ('1199' , 'Nova', 'Jackson', 'First Street', '46', '55462', 'Bonn', '29-05-2019', 'm', '1', '11-09-1984') 
 INTO PSE1.Kunde VALUES ('1200' , 'Lucas', 'White', 'View Street', '27', '55508', 'Cologne', '30-08-2019', 'f', '3', '28-11-1961') 
 INTO PSE1.Kunde VALUES ('1201' , 'Aaliyah', 'Martinez', 'Eighth Street', '61', '54901', 'Hanover', '24-09-2019', 'm', '4', '12-07-1984') 
 INTO PSE1.Kunde VALUES ('1202' , 'Isla', 'Hall', 'Fourth Street', '53', '49823', 'Berlin', '18-02-2019', 'f', '3', '18-10-1989') 
 INTO PSE1.Kunde VALUES ('1203' , 'Scarlett', 'Thomas', 'View Street', '42', '55292', 'Solingen', '29-03-2019', 'm', '4', '04-03-1953') 
 INTO PSE1.Kunde VALUES ('1204' , 'Maverick', 'Clark', 'Lake Street', '12', '93985', 'Ludwigshafen am Rhein', '02-04-2019', 'f', '7', '08-03-1995') 
 INTO PSE1.Kunde VALUES ('1205' , 'Lily', 'Martinez', 'Eighth Street', '7', '37865', 'Mülheim an der Ruhr', '09-12-2019', 'f', '8', '26-10-1979') 
 INTO PSE1.Kunde VALUES ('1206' , 'Layla', 'Lopez', 'Elm Street', '35', '70985', 'Nuremberg', '15-04-2019', 'f', '10', '30-01-2003') 
 INTO PSE1.Kunde VALUES ('1207' , 'Aubrey', 'Hernandez', 'Washington Street', '22', '41971', 'Oldenburg', '23-04-2019', 'f', '12', '08-11-1953') 
 INTO PSE1.Kunde VALUES ('1208' , 'Luca', 'Gonzalez', 'Park Street', '33', '21124', 'Freiburg im Breisgau', '15-07-2019', 'm', '2', '02-08-1999') 
 INTO PSE1.Kunde VALUES ('1209' , 'Nova', 'Thompson', 'Fourth Street', '59', '55910', 'Bremen', '06-05-2019', 'm', '4', '16-02-1979') 
 INTO PSE1.Kunde VALUES ('1210' , 'Luca', 'White', 'Fourth Street', '54', '75102', 'Magdeburg', '20-10-2019', 'f', '11', '29-06-1965') 
 INTO PSE1.Kunde VALUES ('1211' , 'Mason', 'Davis', 'Fifth Street', '80', '64121', 'Frankfurt am Main', '23-08-2019', 'f', '12', '04-06-2002') 
 INTO PSE1.Kunde VALUES ('1212' , 'Benjamin', 'Jackson', 'Main Street', '99', '38921', 'Frankfurt am Main', '31-08-2019', 'f', '11', '08-10-1954') 
 INTO PSE1.Kunde VALUES ('1213' , 'Aaliyah', 'Garcia', 'Maple Street', '67', '67857', 'Rostock', '04-01-2019', 'f', '12', '14-07-1955') 
 INTO PSE1.Kunde VALUES ('1214' , 'Elena', 'Williams', 'View Street', '30', '87186', 'Stuttgart', '13-08-2019', 'f', '10', '19-10-1996') 
 INTO PSE1.Kunde VALUES ('1215' , 'Hannah', 'Taylor', 'Seventh Street', '72', '17763', 'Solingen', '13-09-2019', 'f', '11', '27-09-1967') 
 INTO PSE1.Kunde VALUES ('1216' , 'Luke', 'Clark', 'Ninth Street', '76', '11802', 'Bremen', '14-10-2019', 'm', '9', '12-11-1986') 
 INTO PSE1.Kunde VALUES ('1217' , 'Layla', 'Robinson', 'Ninth Street', '50', '18184', 'Essen', '19-09-2019', 'm', '4', '03-08-1980') 
 INTO PSE1.Kunde VALUES ('1218' , 'Nora', 'Lee', 'Second Street', '9', '93318', 'Oldenburg', '18-01-2019', 'm', '11', '25-02-1998') 
 INTO PSE1.Kunde VALUES ('1219' , 'Hannah', 'Thomas', 'Ninth Street', '29', '97325', 'Chemnitz', '18-08-2019', 'f', '7', '09-02-1976') 
 INTO PSE1.Kunde VALUES ('1220' , 'Scarlett', 'Williams', 'Second Street', '42', '49702', 'Chemnitz', '25-08-2019', 'm', '4', '01-07-1979') 
 INTO PSE1.Kunde VALUES ('1221' , 'Samuel', 'Rodriguez', 'Lake Street', '72', '56442', 'Ludwigshafen am Rhein', '15-09-2019', 'f', '7', '21-07-1983') 
 INTO PSE1.Kunde VALUES ('1222' , 'Layla', 'Brown', 'First Street', '71', '28675', 'Münster', '27-02-2019', 'f', '1', '05-05-1972') 
 INTO PSE1.Kunde VALUES ('1223' , 'Emilia', 'Gonzalez', 'Maple Street', '51', '37094', 'Karlsruhe', '03-10-2019', 'm', '2', '27-07-1967') 
 INTO PSE1.Kunde VALUES ('1224' , 'Liam', 'Gonzalez', 'Third Street', '75', '96269', 'Mainz', '23-01-2019', 'f', '12', '08-08-1995') 
 INTO PSE1.Kunde VALUES ('1225' , 'Isaac', 'White', 'Maple Street', '6', '69155', 'Magdeburg', '14-06-2019', 'm', '8', '01-10-2001') 
 INTO PSE1.Kunde VALUES ('1226' , 'Sarah', 'Jackson', 'View Street', '71', '81144', 'Freiburg im Breisgau', '02-05-2019', 'f', '4', '30-09-1968') 
 INTO PSE1.Kunde VALUES ('1227' , 'Mateo', 'Martinez', 'Third Street', '24', '65848', 'Düsseldorf', '24-12-2019', 'm', '8', '02-10-1988') 
 INTO PSE1.Kunde VALUES ('1228' , 'Charlotte', 'Robinson', 'View Street', '24', '47087', 'Aachen', '30-08-2019', 'm', '1', '14-12-1961') 
 INTO PSE1.Kunde VALUES ('1229' , 'Luca', 'Jones', 'Cedar Street', '53', '69895', 'Bielefeld', '16-12-2019', 'f', '11', '04-12-1974') 
 INTO PSE1.Kunde VALUES ('1230' , 'Charlie', 'Thompson', 'Seventh Street', '18', '10529', 'Essen', '05-09-2019', 'f', '1', '14-08-1988') 
 INTO PSE1.Kunde VALUES ('1231' , 'Emilia', 'Harris', 'Sixth Street', '87', '60014', 'Mannheim', '03-04-2019', 'm', '9', '29-03-1987') 
 INTO PSE1.Kunde VALUES ('1232' , 'Aubrey', 'Martinez', 'Cedar Street', '12', '24609', 'Aachen', '06-01-2019', 'f', '8', '22-11-1979') 
 INTO PSE1.Kunde VALUES ('1233' , 'Jayden', 'Clark', 'Sixth Street', '60', '30350', 'Potsdam', '18-09-2019', 'm', '13', '27-04-1997') 
 INTO PSE1.Kunde VALUES ('1234' , 'Layla', 'Thomas', 'Park Street', '46', '20306', 'Solingen', '07-11-2019', 'f', '5', '19-10-1975') 
 INTO PSE1.Kunde VALUES ('1235' , 'Luca', 'Moore', 'Lake Street', '57', '42099', 'Oberhausen', '05-12-2019', 'f', '4', '12-11-2000') 
 INTO PSE1.Kunde VALUES ('1236' , 'Gianna', 'Lopez', 'Washington Street', '34', '13943', 'Stuttgart', '17-08-2019', 'm', '13', '27-02-1994') 
 INTO PSE1.Kunde VALUES ('1237' , 'Isaiah', 'Harris', 'Park Street', '72', '73159', 'Karlsruhe', '30-03-2019', 'f', '7', '01-10-1998') 
 INTO PSE1.Kunde VALUES ('1238' , 'Ella', 'Thomas', 'Park Street', '65', '96497', 'Münster', '12-12-2019', 'm', '12', '20-06-1979') 
 INTO PSE1.Kunde VALUES ('1239' , 'Ethan', 'Perez', 'Sixth Street', '71', '25532', 'Oberhausen', '19-07-2019', 'm', '4', '07-10-1950') 
 INTO PSE1.Kunde VALUES ('1240' , 'Layla', 'Hall', 'Fifth Street', '31', '75933', 'Nuremberg', '13-04-2019', 'm', '12', '22-11-1955') 
 INTO PSE1.Kunde VALUES ('1241' , 'Julian', 'Perez', 'Elm Street', '5', '21345', 'Kassel', '23-05-2019', 'm', '8', '01-12-1976') 
 INTO PSE1.Kunde VALUES ('1242' , 'Levi', 'Lopez', 'Maple Street', '30', '83939', 'Krefeld', '06-06-2019', 'm', '3', '04-03-1968') 
 INTO PSE1.Kunde VALUES ('1243' , 'Levi', 'Wilson', 'Eighth Street', '87', '59224', 'Aachen', '13-06-2019', 'f', '8', '28-08-1961') 
 INTO PSE1.Kunde VALUES ('1244' , 'Ethan', 'White', 'Lake Street', '6', '23116', 'Düsseldorf', '09-06-2019', 'm', '10', '15-09-1989') 
 INTO PSE1.Kunde VALUES ('1245' , 'Ariana', 'Perez', 'View Street', '28', '68467', 'Halle', '17-01-2019', 'm', '5', '01-09-1953') 
 INTO PSE1.Kunde VALUES ('1246' , 'Avery', 'Martinez', 'Pine Street', '26', '59323', 'Bielefeld', '11-07-2019', 'm', '6', '23-07-1994') 
 INTO PSE1.Kunde VALUES ('1247' , 'Mason', 'Johnson', 'Washington Street', '31', '24770', 'Braunschweig', '22-01-2019', 'm', '4', '01-07-1978') 
 INTO PSE1.Kunde VALUES ('1248' , 'Leo', 'Gonzalez', 'Pine Street', '66', '66653', 'Wiesbaden', '01-06-2019', 'f', '6', '08-08-1966') 
 INTO PSE1.Kunde VALUES ('1249' , 'Ellie', 'Hall', 'Lake Street', '12', '92635', 'Duisburg', '11-04-2019', 'f', '4', '21-12-1974') 
 INTO PSE1.Kunde VALUES ('1250' , 'Carter', 'Wilson', 'Seventh Street', '37', '32411', 'Hagen', '15-11-2019', 'f', '9', '15-05-1990') 
 INTO PSE1.Kunde VALUES ('1251' , 'Isabella', 'Thompson', 'Third Street', '0', '95050', 'Chemnitz', '10-08-2019', 'f', '6', '28-07-1995') 
 INTO PSE1.Kunde VALUES ('1252' , 'Luke', 'Lewis', 'Fourth Street', '83', '60241', 'Wiesbaden', '11-06-2019', 'm', '9', '28-06-1998') 
 INTO PSE1.Kunde VALUES ('1253' , 'Nova', 'Williams', 'Pine Street', '86', '94118', 'Essen', '08-10-2019', 'm', '1', '17-10-1983') 
 INTO PSE1.Kunde VALUES ('1254' , 'Ethan', 'Lee', 'View Street', '94', '47434', 'Düsseldorf', '04-04-2019', 'f', '11', '08-07-1979') 
 INTO PSE1.Kunde VALUES ('1255' , 'Charlotte', 'Moore', 'Pine Street', '87', '23506', 'Karlsruhe', '22-01-2019', 'f', '12', '05-01-2003') 
 INTO PSE1.Kunde VALUES ('1256' , 'Riley', 'Lewis', 'Maple Street', '1', '99189', 'Oldenburg', '09-07-2019', 'f', '9', '22-08-1960') 
 INTO PSE1.Kunde VALUES ('1257' , 'Hannah', 'Thompson', 'Cedar Street', '9', '67565', 'Bielefeld', '04-06-2019', 'f', '5', '24-11-1967') 
 INTO PSE1.Kunde VALUES ('1258' , 'Sarah', 'Miller', 'Oak Street', '80', '47767', 'Essen', '13-10-2019', 'f', '9', '01-03-2000') 
 INTO PSE1.Kunde VALUES ('1259' , 'Lincoln', 'Rodriguez', 'Seventh Street', '89', '81992', 'Munich', '17-04-2019', 'm', '4', '14-09-1991') 
 INTO PSE1.Kunde VALUES ('1260' , 'Ezra', 'Moore', 'Lake Street', '17', '90724', 'Frankfurt am Main', '02-07-2019', 'm', '9', '12-08-1973') 
 INTO PSE1.Kunde VALUES ('1261' , 'Nova', 'Garcia', 'Lake Street', '75', '16817', 'Hagen', '12-11-2019', 'm', '3', '27-04-1989') 
 INTO PSE1.Kunde VALUES ('1262' , 'Nora', 'Wilson', 'Oak Street', '92', '40820', 'Magdeburg', '03-11-2019', 'm', '13', '22-10-1965') 
 INTO PSE1.Kunde VALUES ('1263' , 'Ella', 'Taylor', 'Oak Street', '57', '60568', 'Potsdam', '10-10-2019', 'm', '5', '07-07-1971') 
 INTO PSE1.Kunde VALUES ('1264' , 'Miles', 'Rodriguez', 'Ninth Street', '23', '46401', 'Lübeck', '31-10-2019', 'f', '4', '09-08-1995') 
 INTO PSE1.Kunde VALUES ('1265' , 'Paisley', 'Walker', 'Park Street', '47', '87744', 'Mannheim', '11-10-2019', 'm', '8', '08-04-1982') 
 INTO PSE1.Kunde VALUES ('1266' , 'Alexander', 'Davis', 'Ninth Street', '70', '57545', 'Nuremberg', '30-10-2019', 'm', '7', '17-12-2005') 
 INTO PSE1.Kunde VALUES ('1267' , 'Maya', 'Moore', 'First Street', '86', '11285', 'Hamburg', '03-10-2019', 'f', '8', '17-10-1956') 
 INTO PSE1.Kunde VALUES ('1268' , 'Charlotte', 'Lewis', 'Main Street', '30', '42927', 'Potsdam', '01-07-2019', 'm', '5', '05-02-1965') 
 INTO PSE1.Kunde VALUES ('1269' , 'Mateo', 'Thomas', 'Fifth Street', '95', '21764', 'Oberhausen', '24-10-2019', 'f', '8', '10-11-1980') 
 INTO PSE1.Kunde VALUES ('1270' , 'Eliana', 'Gonzalez', 'Ninth Street', '81', '70030', 'Stuttgart', '26-08-2019', 'f', '10', '10-07-1958') 
 INTO PSE1.Kunde VALUES ('1271' , 'Ellie', 'White', 'Fifth Street', '42', '50630', 'Duisburg', '07-02-2019', 'm', '4', '07-12-2002') 
 INTO PSE1.Kunde VALUES ('1272' , 'Isabella', 'Thomas', 'Main Street', '71', '25822', 'Bonn', '13-06-2019', 'm', '12', '23-11-1969') 
 INTO PSE1.Kunde VALUES ('1273' , 'Emma', 'Hall', 'Sixth Street', '26', '31672', 'Nuremberg', '15-05-2019', 'f', '5', '24-03-1985') 
 INTO PSE1.Kunde VALUES ('1274' , 'Caleb', 'Lee', 'Third Street', '34', '99401', 'Mannheim', '05-12-2019', 'm', '5', '18-04-2000') 
 INTO PSE1.Kunde VALUES ('1275' , 'Jayce', 'Rodriguez', 'Ninth Street', '48', '58425', 'Erfurt', '13-08-2019', 'f', '1', '24-08-2001') 
 INTO PSE1.Kunde VALUES ('1276' , 'Olivia', 'Hernandez', 'Lake Street', '28', '39523', 'Frankfurt am Main', '03-09-2019', 'f', '5', '12-07-1955') 
 INTO PSE1.Kunde VALUES ('1277' , 'Carson', 'Walker', 'Maple Street', '34', '15688', 'Munich', '04-06-2019', 'm', '7', '01-04-1993') 
 INTO PSE1.Kunde VALUES ('1278' , 'Alexander', 'Miller', 'First Street', '78', '75475', 'Munich', '12-06-2019', 'f', '2', '09-06-1992') 
 INTO PSE1.Kunde VALUES ('1279' , 'Mia', 'Garcia', 'Elm Street', '80', '52965', 'Mainz', '06-03-2019', 'f', '6', '17-12-1982') 
 INTO PSE1.Kunde VALUES ('1280' , 'Benjamin', 'Lee', 'Lake Street', '43', '16809', 'Bielefeld', '03-04-2019', 'f', '13', '21-01-1977') 
 INTO PSE1.Kunde VALUES ('1281' , 'Josiah', 'Walker', 'Third Street', '58', '32080', 'Bochum', '01-05-2019', 'f', '4', '08-01-1997') 
