INSERT ALL 
 INTO PSE1.WarenkorbPosition VALUES ('0', '1', '15', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('6283', '1', '121', '243') 
 INTO PSE1.WarenkorbPosition VALUES ('6284', '2', '582', '168') 
 INTO PSE1.WarenkorbPosition VALUES ('6285', '1', '1262', '274') 
 INTO PSE1.WarenkorbPosition VALUES ('6286', '0', '685', '431') 
 INTO PSE1.WarenkorbPosition VALUES ('6287', '0', '1552', '106') 
 INTO PSE1.WarenkorbPosition VALUES ('6288', '0', '1904', '21') 
 INTO PSE1.WarenkorbPosition VALUES ('6289', '1', '1632', '371') 
 INTO PSE1.WarenkorbPosition VALUES ('6290', '1', '1908', '429') 
 INTO PSE1.WarenkorbPosition VALUES ('6291', '1', '715', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('6292', '1', '69', '290') 
 INTO PSE1.WarenkorbPosition VALUES ('6293', '2', '80', '445') 
 INTO PSE1.WarenkorbPosition VALUES ('6294', '2', '1782', '577') 
 INTO PSE1.WarenkorbPosition VALUES ('6295', '0', '1964', '431') 
 INTO PSE1.WarenkorbPosition VALUES ('6296', '1', '1232', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('6297', '0', '426', '541') 
 INTO PSE1.WarenkorbPosition VALUES ('6298', '0', '1521', '623') 
 INTO PSE1.WarenkorbPosition VALUES ('6299', '0', '70', '100') 
 INTO PSE1.WarenkorbPosition VALUES ('6300', '0', '1879', '157') 
 INTO PSE1.WarenkorbPosition VALUES ('6301', '0', '1842', '501') 
 INTO PSE1.WarenkorbPosition VALUES ('6302', '1', '1992', '283') 
 INTO PSE1.WarenkorbPosition VALUES ('6303', '0', '1943', '194') 
 INTO PSE1.WarenkorbPosition VALUES ('6304', '2', '1424', '604') 
 INTO PSE1.WarenkorbPosition VALUES ('6305', '0', '747', '212') 
 INTO PSE1.WarenkorbPosition VALUES ('6306', '2', '1660', '210') 
 INTO PSE1.WarenkorbPosition VALUES ('6307', '1', '169', '257') 
 INTO PSE1.WarenkorbPosition VALUES ('6308', '2', '1261', '545') 
 INTO PSE1.WarenkorbPosition VALUES ('6309', '2', '1423', '501') 
 INTO PSE1.WarenkorbPosition VALUES ('6310', '1', '1472', '584') 
 INTO PSE1.WarenkorbPosition VALUES ('6311', '0', '891', '115') 
 INTO PSE1.WarenkorbPosition VALUES ('6312', '0', '29', '557') 
 INTO PSE1.WarenkorbPosition VALUES ('6313', '2', '1251', '374') 
 INTO PSE1.WarenkorbPosition VALUES ('6314', '0', '1290', '423') 
 INTO PSE1.WarenkorbPosition VALUES ('6315', '0', '417', '373') 
 INTO PSE1.WarenkorbPosition VALUES ('6316', '0', '1081', '28') 
 INTO PSE1.WarenkorbPosition VALUES ('6317', '1', '606', '527') 
 INTO PSE1.WarenkorbPosition VALUES ('6318', '1', '834', '360') 
 INTO PSE1.WarenkorbPosition VALUES ('6319', '2', '1047', '334') 
 INTO PSE1.WarenkorbPosition VALUES ('6320', '1', '1427', '421') 
 INTO PSE1.WarenkorbPosition VALUES ('6321', '0', '559', '42') 
 INTO PSE1.WarenkorbPosition VALUES ('6322', '2', '1956', '92') 
 INTO PSE1.WarenkorbPosition VALUES ('6323', '0', '1237', '345') 
 INTO PSE1.WarenkorbPosition VALUES ('6324', '2', '756', '101') 
 INTO PSE1.WarenkorbPosition VALUES ('6325', '0', '1228', '87') 
 INTO PSE1.WarenkorbPosition VALUES ('6326', '2', '1403', '504') 
 INTO PSE1.WarenkorbPosition VALUES ('6327', '2', '503', '502') 
 INTO PSE1.WarenkorbPosition VALUES ('6328', '1', '1981', '422') 
 INTO PSE1.WarenkorbPosition VALUES ('6329', '1', '666', '200') 
 INTO PSE1.WarenkorbPosition VALUES ('6330', '1', '431', '95') 
 INTO PSE1.WarenkorbPosition VALUES ('6331', '0', '624', '534') 
 INTO PSE1.WarenkorbPosition VALUES ('6332', '2', '1595', '387') 
 INTO PSE1.WarenkorbPosition VALUES ('6333', '0', '130', '524') 
 INTO PSE1.WarenkorbPosition VALUES ('6334', '2', '1131', '430') 
 INTO PSE1.WarenkorbPosition VALUES ('6335', '2', '964', '133') 
 INTO PSE1.WarenkorbPosition VALUES ('6336', '1', '1673', '536') 
 INTO PSE1.WarenkorbPosition VALUES ('6337', '2', '1864', '527') 
 INTO PSE1.WarenkorbPosition VALUES ('6338', '2', '366', '189') 
 INTO PSE1.WarenkorbPosition VALUES ('6339', '1', '719', '361') 
 INTO PSE1.WarenkorbPosition VALUES ('6340', '2', '1062', '544') 
 INTO PSE1.WarenkorbPosition VALUES ('6341', '1', '1143', '446') 
 INTO PSE1.WarenkorbPosition VALUES ('6342', '2', '543', '272') 
 INTO PSE1.WarenkorbPosition VALUES ('6343', '0', '1326', '333') 
 INTO PSE1.WarenkorbPosition VALUES ('6344', '1', '858', '44') 
 INTO PSE1.WarenkorbPosition VALUES ('6345', '2', '1866', '142') 
 INTO PSE1.WarenkorbPosition VALUES ('6346', '1', '309', '224') 
 INTO PSE1.WarenkorbPosition VALUES ('6347', '0', '1153', '548') 
 INTO PSE1.WarenkorbPosition VALUES ('6348', '1', '1958', '189') 
 INTO PSE1.WarenkorbPosition VALUES ('6349', '1', '1412', '398') 
 INTO PSE1.WarenkorbPosition VALUES ('6350', '0', '688', '95') 
 INTO PSE1.WarenkorbPosition VALUES ('6351', '1', '315', '465') 
 INTO PSE1.WarenkorbPosition VALUES ('6352', '1', '456', '171') 
 INTO PSE1.WarenkorbPosition VALUES ('6353', '0', '453', '580') 
 INTO PSE1.WarenkorbPosition VALUES ('6354', '0', '1815', '177') 
 INTO PSE1.WarenkorbPosition VALUES ('6355', '2', '1227', '76') 
 INTO PSE1.WarenkorbPosition VALUES ('6356', '1', '172', '233') 
 INTO PSE1.WarenkorbPosition VALUES ('6357', '2', '74', '286') 
 INTO PSE1.WarenkorbPosition VALUES ('6358', '1', '1099', '170') 
 INTO PSE1.WarenkorbPosition VALUES ('6359', '0', '1109', '20') 
 INTO PSE1.WarenkorbPosition VALUES ('6360', '0', '1121', '438') 
 INTO PSE1.WarenkorbPosition VALUES ('6361', '0', '1830', '613') 
 INTO PSE1.WarenkorbPosition VALUES ('6362', '1', '455', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('6363', '2', '1947', '278') 
 INTO PSE1.WarenkorbPosition VALUES ('6364', '2', '1066', '280') 
 INTO PSE1.WarenkorbPosition VALUES ('6365', '2', '1254', '339') 
 INTO PSE1.WarenkorbPosition VALUES ('6366', '1', '1257', '59') 
 INTO PSE1.WarenkorbPosition VALUES ('6367', '1', '1865', '207') 
 INTO PSE1.WarenkorbPosition VALUES ('6368', '1', '1988', '632') 
 INTO PSE1.WarenkorbPosition VALUES ('6369', '2', '718', '434') 
 INTO PSE1.WarenkorbPosition VALUES ('6370', '2', '1071', '127') 
 INTO PSE1.WarenkorbPosition VALUES ('6371', '2', '728', '584') 
 INTO PSE1.WarenkorbPosition VALUES ('6372', '1', '621', '267') 
 INTO PSE1.WarenkorbPosition VALUES ('6373', '2', '730', '68') 
 INTO PSE1.WarenkorbPosition VALUES ('6374', '2', '1335', '337') 
 INTO PSE1.WarenkorbPosition VALUES ('6375', '2', '929', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('6376', '2', '1467', '605') 
 INTO PSE1.WarenkorbPosition VALUES ('6377', '2', '1581', '284') 
 INTO PSE1.WarenkorbPosition VALUES ('6378', '1', '1431', '212') 
 INTO PSE1.WarenkorbPosition VALUES ('6379', '1', '390', '100') 
 INTO PSE1.WarenkorbPosition VALUES ('6380', '0', '619', '258') 
 INTO PSE1.WarenkorbPosition VALUES ('6381', '2', '892', '102') 
 INTO PSE1.WarenkorbPosition VALUES ('6382', '0', '274', '327') 
 INTO PSE1.WarenkorbPosition VALUES ('6383', '1', '1763', '618') 
 INTO PSE1.WarenkorbPosition VALUES ('6384', '0', '404', '401') 
 INTO PSE1.WarenkorbPosition VALUES ('6385', '2', '1699', '425') 
 INTO PSE1.WarenkorbPosition VALUES ('6386', '0', '41', '233') 
 INTO PSE1.WarenkorbPosition VALUES ('6387', '0', '1034', '521') 
 INTO PSE1.WarenkorbPosition VALUES ('6388', '1', '77', '274') 
 INTO PSE1.WarenkorbPosition VALUES ('6389', '2', '1046', '179') 
 INTO PSE1.WarenkorbPosition VALUES ('6390', '1', '1062', '97') 
 INTO PSE1.WarenkorbPosition VALUES ('6391', '0', '611', '384') 
 INTO PSE1.WarenkorbPosition VALUES ('6392', '0', '408', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('6393', '2', '1991', '544') 
 INTO PSE1.WarenkorbPosition VALUES ('6394', '0', '1437', '537') 
 INTO PSE1.WarenkorbPosition VALUES ('6395', '0', '423', '594') 
 INTO PSE1.WarenkorbPosition VALUES ('6396', '1', '16', '150') 
 INTO PSE1.WarenkorbPosition VALUES ('6397', '1', '1841', '238') 
 INTO PSE1.WarenkorbPosition VALUES ('6398', '0', '1682', '224') 
 INTO PSE1.WarenkorbPosition VALUES ('6399', '0', '1870', '627') 
 INTO PSE1.WarenkorbPosition VALUES ('6400', '0', '1664', '389') 
 INTO PSE1.WarenkorbPosition VALUES ('6401', '1', '193', '505') 
 INTO PSE1.WarenkorbPosition VALUES ('6402', '1', '456', '480') 
 INTO PSE1.WarenkorbPosition VALUES ('6403', '0', '1446', '242') 
 INTO PSE1.WarenkorbPosition VALUES ('6404', '2', '423', '173') 
 INTO PSE1.WarenkorbPosition VALUES ('6405', '2', '1992', '316') 
 INTO PSE1.WarenkorbPosition VALUES ('6406', '1', '270', '251') 
 INTO PSE1.WarenkorbPosition VALUES ('6407', '1', '1060', '541') 
 INTO PSE1.WarenkorbPosition VALUES ('6408', '0', '1551', '110') 
 INTO PSE1.WarenkorbPosition VALUES ('6409', '2', '1014', '417') 
 INTO PSE1.WarenkorbPosition VALUES ('6410', '2', '1558', '314') 
 INTO PSE1.WarenkorbPosition VALUES ('6411', '2', '14', '331') 
 INTO PSE1.WarenkorbPosition VALUES ('6412', '2', '847', '232') 
 INTO PSE1.WarenkorbPosition VALUES ('6413', '0', '1295', '175') 
 INTO PSE1.WarenkorbPosition VALUES ('6414', '0', '1952', '183') 
 INTO PSE1.WarenkorbPosition VALUES ('6415', '1', '1623', '208') 
 INTO PSE1.WarenkorbPosition VALUES ('6416', '0', '1620', '596') 
 INTO PSE1.WarenkorbPosition VALUES ('6417', '0', '402', '256') 
 INTO PSE1.WarenkorbPosition VALUES ('6418', '0', '1731', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('6419', '1', '79', '398') 
 INTO PSE1.WarenkorbPosition VALUES ('6420', '1', '1138', '152') 
 INTO PSE1.WarenkorbPosition VALUES ('6421', '2', '1220', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('6422', '0', '1418', '180') 
 INTO PSE1.WarenkorbPosition VALUES ('6423', '0', '1706', '328') 
 INTO PSE1.WarenkorbPosition VALUES ('6424', '0', '560', '343') 
 INTO PSE1.WarenkorbPosition VALUES ('6425', '0', '429', '277') 
 INTO PSE1.WarenkorbPosition VALUES ('6426', '0', '730', '218') 
 INTO PSE1.WarenkorbPosition VALUES ('6427', '1', '233', '597') 
 INTO PSE1.WarenkorbPosition VALUES ('6428', '2', '457', '596') 
 INTO PSE1.WarenkorbPosition VALUES ('6429', '2', '730', '85') 
 INTO PSE1.WarenkorbPosition VALUES ('6430', '0', '1854', '169') 
 INTO PSE1.WarenkorbPosition VALUES ('6431', '2', '1702', '543') 
 INTO PSE1.WarenkorbPosition VALUES ('6432', '0', '10', '315') 
 INTO PSE1.WarenkorbPosition VALUES ('6433', '2', '991', '577') 
 INTO PSE1.WarenkorbPosition VALUES ('6434', '2', '1888', '265') 
 INTO PSE1.WarenkorbPosition VALUES ('6435', '0', '1539', '49') 
 INTO PSE1.WarenkorbPosition VALUES ('6436', '1', '880', '224') 
 INTO PSE1.WarenkorbPosition VALUES ('6437', '0', '881', '97') 
 INTO PSE1.WarenkorbPosition VALUES ('6438', '1', '1235', '356') 
 INTO PSE1.WarenkorbPosition VALUES ('6439', '1', '403', '412') 
 INTO PSE1.WarenkorbPosition VALUES ('6440', '0', '683', '473') 
 INTO PSE1.WarenkorbPosition VALUES ('6441', '0', '1202', '487') 
 INTO PSE1.WarenkorbPosition VALUES ('6442', '0', '1597', '326') 
 INTO PSE1.WarenkorbPosition VALUES ('6443', '0', '12', '405') 
 INTO PSE1.WarenkorbPosition VALUES ('6444', '2', '1135', '49') 
 INTO PSE1.WarenkorbPosition VALUES ('6445', '2', '745', '553') 
 INTO PSE1.WarenkorbPosition VALUES ('6446', '2', '1932', '37') 
 INTO PSE1.WarenkorbPosition VALUES ('6447', '1', '1901', '443') 
 INTO PSE1.WarenkorbPosition VALUES ('6448', '1', '351', '212') 
 INTO PSE1.WarenkorbPosition VALUES ('6449', '0', '1535', '140') 
 INTO PSE1.WarenkorbPosition VALUES ('6450', '2', '1024', '22') 
 INTO PSE1.WarenkorbPosition VALUES ('6451', '2', '1435', '324') 
 INTO PSE1.WarenkorbPosition VALUES ('6452', '2', '824', '84') 
 INTO PSE1.WarenkorbPosition VALUES ('6453', '2', '594', '605') 
 INTO PSE1.WarenkorbPosition VALUES ('6454', '2', '99', '398') 
 INTO PSE1.WarenkorbPosition VALUES ('6455', '2', '1903', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('6456', '0', '192', '161') 
 INTO PSE1.WarenkorbPosition VALUES ('6457', '1', '888', '475') 
 INTO PSE1.WarenkorbPosition VALUES ('6458', '1', '1453', '531') 
 INTO PSE1.WarenkorbPosition VALUES ('6459', '1', '1002', '156') 
 INTO PSE1.WarenkorbPosition VALUES ('6460', '1', '1050', '322') 
 INTO PSE1.WarenkorbPosition VALUES ('6461', '0', '1954', '339') 
 INTO PSE1.WarenkorbPosition VALUES ('6462', '1', '152', '89') 
 INTO PSE1.WarenkorbPosition VALUES ('6463', '0', '1348', '416') 
 INTO PSE1.WarenkorbPosition VALUES ('6464', '2', '1995', '606') 
 INTO PSE1.WarenkorbPosition VALUES ('6465', '2', '731', '294') 
 INTO PSE1.WarenkorbPosition VALUES ('6466', '2', '863', '346') 
 INTO PSE1.WarenkorbPosition VALUES ('6467', '1', '931', '551') 
 INTO PSE1.WarenkorbPosition VALUES ('6468', '2', '513', '126') 
 INTO PSE1.WarenkorbPosition VALUES ('6469', '0', '337', '37') 
 INTO PSE1.WarenkorbPosition VALUES ('6470', '2', '894', '272') 
 INTO PSE1.WarenkorbPosition VALUES ('6471', '0', '607', '71') 
 INTO PSE1.WarenkorbPosition VALUES ('6472', '0', '1195', '153') 
 INTO PSE1.WarenkorbPosition VALUES ('6473', '1', '1226', '12') 
 INTO PSE1.WarenkorbPosition VALUES ('6474', '2', '992', '487') 
 INTO PSE1.WarenkorbPosition VALUES ('6475', '2', '1472', '502') 
 INTO PSE1.WarenkorbPosition VALUES ('6476', '1', '900', '337') 
 INTO PSE1.WarenkorbPosition VALUES ('6477', '2', '1828', '123') 
 INTO PSE1.WarenkorbPosition VALUES ('6478', '0', '1177', '272') 
 INTO PSE1.WarenkorbPosition VALUES ('6479', '1', '1530', '232') 
 INTO PSE1.WarenkorbPosition VALUES ('6480', '2', '636', '183') 
 INTO PSE1.WarenkorbPosition VALUES ('6481', '1', '1503', '13') 
 INTO PSE1.WarenkorbPosition VALUES ('6482', '2', '117', '173') 
 INTO PSE1.WarenkorbPosition VALUES ('6483', '0', '711', '529') 
 INTO PSE1.WarenkorbPosition VALUES ('6484', '0', '1803', '225') 
 INTO PSE1.WarenkorbPosition VALUES ('6485', '0', '680', '283') 
 INTO PSE1.WarenkorbPosition VALUES ('6486', '2', '1314', '145') 
 INTO PSE1.WarenkorbPosition VALUES ('6487', '0', '690', '59') 
 INTO PSE1.WarenkorbPosition VALUES ('6488', '1', '765', '348') 
 INTO PSE1.WarenkorbPosition VALUES ('6489', '2', '1867', '541') 
 INTO PSE1.WarenkorbPosition VALUES ('6490', '0', '1173', '595') 
 INTO PSE1.WarenkorbPosition VALUES ('6491', '0', '644', '244') 
 INTO PSE1.WarenkorbPosition VALUES ('6492', '0', '1249', '572') 
 INTO PSE1.WarenkorbPosition VALUES ('6493', '2', '885', '441') 
 INTO PSE1.WarenkorbPosition VALUES ('6494', '1', '248', '443') 
 INTO PSE1.WarenkorbPosition VALUES ('6495', '2', '809', '542') 
 INTO PSE1.WarenkorbPosition VALUES ('6496', '2', '1812', '559') 
 INTO PSE1.WarenkorbPosition VALUES ('6497', '0', '1849', '127') 
 INTO PSE1.WarenkorbPosition VALUES ('6498', '2', '1594', '161') 
 INTO PSE1.WarenkorbPosition VALUES ('6499', '1', '1893', '181') 
 INTO PSE1.WarenkorbPosition VALUES ('6500', '2', '858', '509') 
 INTO PSE1.WarenkorbPosition VALUES ('6501', '2', '1652', '427') 
 INTO PSE1.WarenkorbPosition VALUES ('6502', '1', '1086', '288') 
 INTO PSE1.WarenkorbPosition VALUES ('6503', '1', '451', '108') 
 INTO PSE1.WarenkorbPosition VALUES ('6504', '0', '1628', '340') 
 INTO PSE1.WarenkorbPosition VALUES ('6505', '0', '120', '482') 
 INTO PSE1.WarenkorbPosition VALUES ('6506', '0', '1457', '114') 
 INTO PSE1.WarenkorbPosition VALUES ('6507', '0', '1150', '112') 
 INTO PSE1.WarenkorbPosition VALUES ('6508', '0', '893', '610') 
 INTO PSE1.WarenkorbPosition VALUES ('6509', '2', '526', '72') 
 INTO PSE1.WarenkorbPosition VALUES ('6510', '0', '1806', '368') 
 INTO PSE1.WarenkorbPosition VALUES ('6511', '2', '1547', '217') 
 INTO PSE1.WarenkorbPosition VALUES ('6512', '1', '154', '466') 
 INTO PSE1.WarenkorbPosition VALUES ('6513', '0', '1518', '630') 
 INTO PSE1.WarenkorbPosition VALUES ('6514', '1', '1583', '30') 
 INTO PSE1.WarenkorbPosition VALUES ('6515', '0', '357', '613') 
 INTO PSE1.WarenkorbPosition VALUES ('6516', '0', '1472', '194') 
 INTO PSE1.WarenkorbPosition VALUES ('6517', '1', '738', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('6518', '2', '1196', '264') 
 INTO PSE1.WarenkorbPosition VALUES ('6519', '0', '125', '113') 
 INTO PSE1.WarenkorbPosition VALUES ('6520', '0', '1314', '30') 
 INTO PSE1.WarenkorbPosition VALUES ('6521', '1', '219', '278') 
 INTO PSE1.WarenkorbPosition VALUES ('6522', '1', '235', '203') 
 INTO PSE1.WarenkorbPosition VALUES ('6523', '0', '1677', '340') 
 INTO PSE1.WarenkorbPosition VALUES ('6524', '1', '635', '217') 
 INTO PSE1.WarenkorbPosition VALUES ('6525', '1', '728', '491') 
 INTO PSE1.WarenkorbPosition VALUES ('6526', '0', '1805', '171') 
 INTO PSE1.WarenkorbPosition VALUES ('6527', '2', '1060', '27') 
 INTO PSE1.WarenkorbPosition VALUES ('6528', '2', '593', '82') 
 INTO PSE1.WarenkorbPosition VALUES ('6529', '1', '1469', '519') 
 INTO PSE1.WarenkorbPosition VALUES ('6530', '1', '1263', '438') 
 INTO PSE1.WarenkorbPosition VALUES ('6531', '1', '984', '196') 
 INTO PSE1.WarenkorbPosition VALUES ('6532', '2', '1009', '333') 
 INTO PSE1.WarenkorbPosition VALUES ('6533', '1', '199', '494') 
 INTO PSE1.WarenkorbPosition VALUES ('6534', '0', '123', '516') 
 INTO PSE1.WarenkorbPosition VALUES ('6535', '1', '1184', '429') 
 INTO PSE1.WarenkorbPosition VALUES ('6536', '2', '1059', '422') 
 INTO PSE1.WarenkorbPosition VALUES ('6537', '0', '917', '130') 
 INTO PSE1.WarenkorbPosition VALUES ('6538', '1', '1276', '468') 
 INTO PSE1.WarenkorbPosition VALUES ('6539', '2', '718', '573') 
 INTO PSE1.WarenkorbPosition VALUES ('6540', '1', '878', '32') 
 INTO PSE1.WarenkorbPosition VALUES ('6541', '0', '1960', '490') 
 INTO PSE1.WarenkorbPosition VALUES ('6542', '0', '1316', '338') 
 INTO PSE1.WarenkorbPosition VALUES ('6543', '1', '482', '288') 
 INTO PSE1.WarenkorbPosition VALUES ('6544', '2', '1904', '453') 
 INTO PSE1.WarenkorbPosition VALUES ('6545', '2', '1363', '508') 
 INTO PSE1.WarenkorbPosition VALUES ('6546', '1', '1233', '512') 
 INTO PSE1.WarenkorbPosition VALUES ('6547', '1', '371', '117') 
 INTO PSE1.WarenkorbPosition VALUES ('6548', '1', '54', '539') 
 INTO PSE1.WarenkorbPosition VALUES ('6549', '2', '176', '344') 
 INTO PSE1.WarenkorbPosition VALUES ('6550', '2', '1888', '198') 
 INTO PSE1.WarenkorbPosition VALUES ('6551', '2', '353', '521') 
 INTO PSE1.WarenkorbPosition VALUES ('6552', '1', '346', '398') 
 INTO PSE1.WarenkorbPosition VALUES ('6553', '0', '1275', '535') 
 INTO PSE1.WarenkorbPosition VALUES ('6554', '0', '905', '615') 
 INTO PSE1.WarenkorbPosition VALUES ('6555', '1', '1870', '99') 
 INTO PSE1.WarenkorbPosition VALUES ('6556', '0', '1781', '48') 
 INTO PSE1.WarenkorbPosition VALUES ('6557', '2', '1537', '567') 
 INTO PSE1.WarenkorbPosition VALUES ('6558', '2', '699', '192') 
 INTO PSE1.WarenkorbPosition VALUES ('6559', '2', '661', '602') 
 INTO PSE1.WarenkorbPosition VALUES ('6560', '1', '1788', '73') 
 INTO PSE1.WarenkorbPosition VALUES ('6561', '2', '1655', '586') 
 INTO PSE1.WarenkorbPosition VALUES ('6562', '2', '242', '62') 
 INTO PSE1.WarenkorbPosition VALUES ('6563', '2', '449', '52') 
 INTO PSE1.WarenkorbPosition VALUES ('6564', '0', '400', '401') 
 INTO PSE1.WarenkorbPosition VALUES ('6565', '0', '716', '216') 
 INTO PSE1.WarenkorbPosition VALUES ('6566', '1', '28', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('6567', '0', '704', '376') 
 INTO PSE1.WarenkorbPosition VALUES ('6568', '2', '923', '281') 
 INTO PSE1.WarenkorbPosition VALUES ('6569', '1', '242', '451') 
 INTO PSE1.WarenkorbPosition VALUES ('6570', '0', '694', '64') 
 INTO PSE1.WarenkorbPosition VALUES ('6571', '0', '934', '571') 
 INTO PSE1.WarenkorbPosition VALUES ('6572', '0', '1357', '526') 
 INTO PSE1.WarenkorbPosition VALUES ('6573', '1', '759', '245') 
 INTO PSE1.WarenkorbPosition VALUES ('6574', '0', '1890', '10') 
 INTO PSE1.WarenkorbPosition VALUES ('6575', '0', '962', '628') 
 INTO PSE1.WarenkorbPosition VALUES ('6576', '2', '622', '29') 
 INTO PSE1.WarenkorbPosition VALUES ('6577', '0', '1574', '355') 
 INTO PSE1.WarenkorbPosition VALUES ('6578', '2', '727', '581') 
 INTO PSE1.WarenkorbPosition VALUES ('6579', '1', '1513', '186') 
 INTO PSE1.WarenkorbPosition VALUES ('6580', '2', '1565', '603') 
 INTO PSE1.WarenkorbPosition VALUES ('6581', '1', '840', '450') 
 INTO PSE1.WarenkorbPosition VALUES ('6582', '2', '664', '175') 
 INTO PSE1.WarenkorbPosition VALUES ('6583', '1', '1308', '414') 
 INTO PSE1.WarenkorbPosition VALUES ('6584', '1', '793', '283') 
 INTO PSE1.WarenkorbPosition VALUES ('6585', '0', '1951', '395') 
 INTO PSE1.WarenkorbPosition VALUES ('6586', '1', '771', '420') 
 INTO PSE1.WarenkorbPosition VALUES ('6587', '1', '625', '605') 
 INTO PSE1.WarenkorbPosition VALUES ('6588', '2', '1740', '596') 
 INTO PSE1.WarenkorbPosition VALUES ('6589', '2', '29', '346') 
 INTO PSE1.WarenkorbPosition VALUES ('6590', '1', '95', '290') 
 INTO PSE1.WarenkorbPosition VALUES ('6591', '0', '197', '594') 
 INTO PSE1.WarenkorbPosition VALUES ('6592', '1', '603', '466') 
 INTO PSE1.WarenkorbPosition VALUES ('6593', '2', '1396', '135') 
 INTO PSE1.WarenkorbPosition VALUES ('6594', '0', '351', '204') 
 INTO PSE1.WarenkorbPosition VALUES ('6595', '1', '1896', '456') 
 INTO PSE1.WarenkorbPosition VALUES ('6596', '1', '933', '477') 
 INTO PSE1.WarenkorbPosition VALUES ('6597', '0', '1630', '617') 
 INTO PSE1.WarenkorbPosition VALUES ('6598', '1', '341', '198') 
 INTO PSE1.WarenkorbPosition VALUES ('6599', '2', '99', '181') 
 INTO PSE1.WarenkorbPosition VALUES ('6600', '2', '1082', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('6601', '1', '427', '176') 
 INTO PSE1.WarenkorbPosition VALUES ('6602', '1', '1860', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('6603', '1', '1803', '472') 
 INTO PSE1.WarenkorbPosition VALUES ('6604', '2', '1453', '506') 
 INTO PSE1.WarenkorbPosition VALUES ('6605', '2', '1481', '451') 
 INTO PSE1.WarenkorbPosition VALUES ('6606', '0', '1243', '542') 
 INTO PSE1.WarenkorbPosition VALUES ('6607', '2', '467', '406') 
 INTO PSE1.WarenkorbPosition VALUES ('6608', '0', '1445', '595') 
 INTO PSE1.WarenkorbPosition VALUES ('6609', '0', '1025', '276') 
 INTO PSE1.WarenkorbPosition VALUES ('6610', '1', '1150', '472') 
